mse,mae,r2,ic,ic_pvalue,directional_accuracy,n_samples,ticker,has_sentiment
0.9281341433525085,0.7607033252716064,-0.028864383697509766,0.03321497821762232,0.7977321742533192,0.6229508196721312,62,MSFT,True
