experiment_name,task,target,loss_function,model_type,architecture,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_mse,wf_agg_mae,wf_agg_r2,wf_agg_ic,wf_agg_directional_accuracy,wf_agg_n_samples,wf_mean_ic,wf_std_ic,wf_mean_mse,wf_mean_directional_accuracy,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regress_yessent_hybrid,regression,vol_adj_forward_return,huber_delta_1.0,hybrid,dual_branch_hybrid,daily,True,22,20,2,291117,114,20,0.2,0.0005,1.0,20,10.0,100,726.9670524597168,QS,2017-01-01,2019-12-31,12,12,1.3649909496307373,0.8064941167831421,0.00028461217880249023,0.03899872338562551,0.5319944018814295,69998,0.030056221126918022,0.012900655338026562,1.3652693231900532,0.5321059043963178,0.022041605721080527,0.13991684419019457,0.5558510638297872,0.027967651840386732,752,0.9281341433525085,0.7607033252716064,0.03321497821762232,-0.028864383697509766,0.6229508196721312,1
