model,version,train_end_date,val_end_date,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
attention_lstm,v10,2022-01-01,2023-06-01,108,332804,400,661836,133400,149669,1.9886660016105575,0.3794105659822675,0.3632014645651404,0.016209101417127114,0.35197181604285777,0.3561212795335954,0.06097862770855011,0.13744055973354002,0.4409106196922559,0.5380794701986755,"[[6561, 15634, 25542], [4946, 20975, 21651], [7461, 17649, 29250]]",1.0728162262286025,26
