use_attention,n_params,n_stocks,total_samples,train_samples,test_samples,samples_per_param_ratio,test_accuracy,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,experiment
False,248580,200,515562,412449,51557,1.6592203717113203,0.4872277285334678,0.4822382898459604,0.4398763704222067,0.5353977518374405,"[[7670, 4591, 3644], [4234, 7543, 5371], [3314, 5283, 9907]]",1.0043251118904883,baseline_lstm
True,314884,200,515562,412449,51557,1.3098442601084843,0.4934344511899451,0.48007955746161973,0.4531681249632979,0.5422745268181571,"[[7724, 4780, 3585], [4142, 7717, 5170], [3109, 5331, 9999]]",1.0014821283108268,attention_lstm
