description,n_features,n_params,train_samples,test_samples,samples_per_param,epochs_trained,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,method,top_k,selected_features
baseline_all,108,69764,1032729,277910,14.803179290178315,22,0.426692094562988,0.36512180202223743,0.06157029254075058,0.39605219113404583,0.39794818253756264,0.13661457703796212,baseline,108,
mi_top20,20,47236,1032729,277910,21.863176390888306,25,0.4288582634665899,0.36512180202223743,0.06373646144435247,0.38204328700067797,0.38449983394766873,0.14370204947809398,mutual_info,20,"['atr_pct', 'intraday_range', 'donchian_DCL_20_20', 'donchian_DCU_20_20', 'bb_BBB_5_2.0_2.0', 'ichimoku_ISB_26', 'cci', 'true_range', 'ichimoku_IKS_26', 'donchian_DCM_20_20']"
shap_top20,20,47236,1032729,277910,21.863176390888306,22,0.43157856860134575,0.36512180202223743,0.06645676657910832,0.38416694346150965,0.38659062106161163,0.1485298145537876,shap,20,"['atr_pct', 'intraday_range', 'bb_BBB_5_2.0_2.0', 'gap', 'cci', 'high_low_pct', 'volume_ratio', 'adx_DMN_14', 'return_1d', 'aroon_AROOND_14']"
rfe_top20,20,47236,1032729,277910,21.863176390888306,23,0.42766363211111513,0.36512180202223743,0.0625418300888777,0.39208711760980086,0.3939740870118349,0.13980793605255573,rfe,20,"['sma_200', 'rsi_14', 'cci', 'trix_TRIXs_30_9', 'aroon_AROOND_14', 'psl', 'bop', 'obv', 'ad', 'volume_ratio']"
