experiment_name,task,model,target,loss_function,frequency,n_params,train_stocks,sequence_length,encoder_hidden,decoder_hidden,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_darnn,regression,DARNN,vol_adj_forward_return,huber_delta_1.0,daily,81339,5,20,64,64,0.2,0.0005,1.0,20,10.0,2,1.7649469375610352,1.3499095439910889,0.7948614954948425,0.0002562403678894043,0.027813803126312563,0.5360201511335012,1985,0.03344199140613424,0.12176762607904533,0.5541561712846348,0.020673327147960663,397,1.3342588923194192,0.8127520409497347,-0.02357163663601213,-0.009105557745153254,0.5482024272956263,11
