model,version,train_end_date,val_end_date,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
attention_lstm,v9,2022-01-01,2023-06-01,110,333828,487,808404,162428,182223,2.4216183184154714,0.8288799986829325,0.3638783249095888,0.46500167377334367,0.8278509956172946,0.8297126527478438,0.7432043725924562,0.8510751215503664,0.7805196160267112,0.8512675886407167,"[[49713, 7194, 1505], [6081, 44883, 6540], [1434, 8428, 56445]]",0.29540515005871826,90
