mse,mae,r2,ic,ic_pvalue,directional_accuracy,n_samples,ticker,error
1.2323380708694458,0.8022162914276123,-0.0010508298873901367,0.07221321476476344,0.15095204955399857,0.5743073047858942,397.0,MSFT,
1.3062344789505005,0.8113470077514648,-0.0010741949081420898,-0.013988920251973555,0.7811183108561365,0.5415617128463476,397.0,AAPL,
1.5017858743667603,0.8194776177406311,-0.008411407470703125,0.007066858604141999,0.8883724593955169,0.5591939546599496,397.0,JPM,
1.395045518875122,0.8199595212936401,-0.008777260780334473,-0.10472885763064618,0.036990666833951434,0.49622166246851385,397.0,JNJ,
1.0825749635696411,0.8055601119995117,-0.003672480583190918,-0.013421144221083689,0.7897900886990596,0.5138539042821159,397.0,XOM,
1.5637880563735962,0.8195059895515442,-0.007605910301208496,0.07054920385403496,0.1606170756380848,0.5541561712846348,397.0,WMT,
1.4600176811218262,0.7857117056846619,-0.0005326271057128906,0.031593167653620115,0.5302259023189557,0.49622166246851385,397.0,DIS,
1.362274408340454,0.8286815285682678,-0.003198981285095215,0.004074260317694112,0.9355028507001681,0.5012594458438288,397.0,BA,
1.27928626537323,0.8299460411071777,-0.007645726203918457,-0.025783874261984127,0.6085073336075835,0.5138539042821159,397.0,KO,
1.1824870109558105,0.8131832480430603,-0.017928361892700195,-0.0006583946371043065,0.9895663156587764,0.5390428211586902,397.0,NVDA,
1.2801114320755005,0.8273627758026123,-0.016246438026428223,-0.04850352825113277,0.3350729573398804,0.5793450881612091,397.0,SPY,
,,,,,,,SPX,Not found
