experiment_name,task,model,target,loss_function,frequency,n_params,train_stocks,sequence_length,encoder_hidden,decoder_hidden,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_darnn,regression,DARNN,vol_adj_forward_return,huber_delta_1.0,daily,103867,996,20,64,64,0.2,0.0005,1.0,20,10.0,100,3276.900452375412,1.343949317932129,0.8094885349273682,-0.002322077751159668,0.009335044810190037,0.512411766037321,309263,0.027257509398550712,0.196545595469819,0.6070528967254408,0.05416176840662956,397,1.3314494328065352,0.814813803542744,-0.0019625467326972734,-0.006922201676802201,0.5335470574765286,11
