accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.40141467727674623,0.3735632183908046,0.02785145888594165,0.3123227824334098,0.33025221554569556,0.08218819464030035,2262,MSFT
0.3762157382847038,0.38461538461538464,-0.008399646330680854,0.2391851230862426,0.26181959574087804,-0.0019334866679150695,2262,AAPL
0.39832007073386383,0.35190097259062775,0.04641909814323608,0.36381449204071065,0.3730653853550653,0.08496579794280625,2262,JPM
0.4274977895667551,0.46993810786914236,-0.04244031830238726,0.3348282648231466,0.3878249560158511,0.06847278029204744,2262,JNJ
0.41335101679929265,0.35013262599469497,0.06321839080459768,0.3823137452207768,0.3819678077473219,0.12455332615661714,2262,XOM
0.3824049513704686,0.41688770999115826,-0.03448275862068967,0.3552639148532695,0.3745861746422755,0.04301294325921673,2262,WMT
0.39920424403183025,0.34571175950486294,0.05349248452696731,0.38982313932227336,0.39130252556064943,0.09979786453326836,2262,DIS
0.3916887709991158,0.381078691423519,0.010610079575596787,0.3792302039195314,0.38165361044214946,0.073499403908307,2262,BA
0.34880636604774534,0.4827586206896552,-0.13395225464190985,0.32570085023442946,0.33456623449298484,0.056976171537015355,2262,KO
0.3753315649867374,0.4535809018567639,-0.0782493368700265,0.20399457988176992,0.2291230482895581,0.02775905528062479,2262,NVDA
