mse,mae,r2,ic,ic_pvalue,directional_accuracy,n_samples,ticker,has_sentiment
0.9480969309806824,0.7678931355476379,-0.047989606857299805,-0.03663972199138778,0.7773875766081955,0.5806451612903226,62,MSFT,False
