experiment_name,task,model,target,loss_function,frequency,use_sentiment,n_features,n_sentiment_features,n_params,train_stocks,sequence_length,encoder_hidden,decoder_hidden,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_mse,wf_agg_mae,wf_agg_r2,wf_agg_ic,wf_agg_directional_accuracy,wf_agg_n_samples,wf_mean_ic,wf_std_ic,wf_mean_mse,wf_mean_directional_accuracy,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
wf_darnn_baseline,regression,DARNN,vol_adj_forward_return,huber_delta_1.0,daily,False,110,0,104379,114,20,64,64,0.2,0.0005,1.0,20,10.0,100,1577.5831487178802,QS,2017-01-01,2019-12-31,12,12,1.3632243871688843,0.8061648607254028,0.00021725893020629883,0.03064648536542856,0.5329158087394189,69936,0.027186986065422303,0.016999469298728958,1.3634365697701771,0.5330157594038072,0.01087382644204369,0.06617825297455517,0.5412234042553191,0.007243326883143874,752,0.9480969309806824,0.7678931355476379,-0.03663972199138778,-0.047989606857299805,0.5806451612903226,1
