experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_no_sentiment_43,regression,vol_adj_forward_return,huber_delta_1.0,daily,False,20,20,0,45057,398,20,0.2,0.0005,1.0,20,10.0,100,58.51936984062195,1.3940014839172363,0.8140565752983093,-0.004399657249450684,-9.887362534598337e-05,0.512042537532012,133856,0.021193667916955004,0.22685815451090893,0.598314606741573,0.048532240092754364,356,1.4508448044459026,0.7994147340456644,-0.005046364836879226,-0.003966172536214192,0.5337632312639564,3
