model,version,train_end_date,val_end_date,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
attention_lstm,v10,2022-01-01,2023-06-01,108,332804,800,1032729,237918,277910,3.103114746216993,0.43003490338598827,0.36509661401173044,0.06493828937425783,0.38004733163765775,0.38282273165477854,0.14590178217323915,0.08664783655167108,0.48465310038966963,0.6919695655601987,"[[7884, 19960, 63145], [3719, 41417, 40321], [8126, 23128, 70210]]",1.0335249106129358,16
