experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
baseline_run,regression,vol_adj_forward_return,huber_delta_1.0,daily,False,20,20,0,45057,200,20,0.2,0.0005,1.0,20,10.0,30,51.37245464324951,1.339707374572754,0.8153349161148071,-0.002285599708557129,0.0179948909025737,0.5250767518869569,75238,0.025474345003942488,0.19077528087767281,0.5868263473053892,0.03464319929480553,501,1.387286106745402,0.8156030575434366,0.05838611613471173,0.001165926456451416,0.5487630522088354,3
