experiment_name,model_type,frequency,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,train_time,pooled_accuracy,pooled_zero_rule,pooled_lift,pooled_mcc,pooled_f1_macro,pooled_n_samples,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
ultimate_model,simple,daily,8107,5,20,-0.005,0.005,0.2,0.1,0.0005,2,0.8451874256134033,0.3848866498740554,0.41662468513853906,-0.031738035264483655,0.026050525755539896,0.3331447537838434,1985,0.3463476070528967,-0.06599496221662468,-0.004002148988897855,10
