accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.3425692695214106,0.3778337531486146,-0.035264483627204024,0.17010631644777985,0.17481958969948155,0.0,397,MSFT
0.3249370277078086,0.37279596977329976,-0.04785894206549118,0.16349809885931557,0.15937975883767036,0.0,397,AAPL
0.35768261964735515,0.3879093198992443,-0.03022670025188917,0.29352798797501084,0.3232272601525223,-0.031031210165290455,397,JPM
0.4156171284634761,0.49622166246851385,-0.08060453400503775,0.2973270528199313,0.36678750115367315,0.013663419460955168,397,JNJ
0.28967254408060455,0.3350125944584383,-0.04534005037783373,0.2565467300502597,0.25620038468249484,-0.07350784356966795,397,XOM
0.2871536523929471,0.42317380352644834,-0.13602015113350124,0.272816292264787,0.26564188941093475,0.010788092373064662,397,WMT
0.36272040302267,0.35516372795969775,0.007556675062972251,0.3100130094315972,0.3155920698279324,0.04006605201196003,397,DIS
0.3702770780856423,0.3904282115869018,-0.020151133501259466,0.1801470588235294,0.2001129797006964,0.0,397,BA
0.24181360201511334,0.5138539042821159,-0.2720403022670025,0.12981744421906694,0.09417487137302588,0.0,397,KO
0.47103274559193953,0.47103274559193953,0.0,0.2134703196347032,0.3016545322797695,0.0,397,NVDA
