experiment_name,task,target,model_type,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,train_time,pooled_accuracy,pooled_zero_rule,pooled_lift,pooled_mcc,pooled_f1_macro,pooled_n_samples,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
sentiment_2sent,classification,3class_trend,simple,daily,True,22,20,2,8367,111,20,-0.005,0.005,0.2,0.1,0.0005,100,37.687774658203125,0.4,0.3695276114437791,0.03047238855622092,0.09374882560696607,0.3778385320485839,45090,0.40718562874251496,-0.022455089820359292,0.05316041571082808,4
