experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_mse,wf_agg_mae,wf_agg_r2,wf_agg_ic,wf_agg_directional_accuracy,wf_agg_n_samples,wf_mean_ic,wf_std_ic,wf_mean_mse,wf_mean_directional_accuracy,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
rolling_regress_nosent1_attent,regression,vol_adj_forward_return,huber_delta_1.0,daily,False,20,20,0,45057,114,20,0.2,0.0005,1.0,20,10.0,100,495.53799200057983,QS,2017-01-01,2019-12-31,12,12,1.3661620616912842,0.8069334626197815,-0.0005731582641601562,0.025673859972989013,0.531503845099482,69998,0.027572565023071646,0.01636454358888198,1.3664374649524689,0.5315635811300644,0.024039901421445183,0.1720864915064154,0.5784574468085106,0.03812806828442628,752,0.927252471446991,0.7614647150039673,-0.034524439072297346,-0.02788698673248291,0.5573770491803278,1
