mse,mae,r2,ic,ic_pvalue,directional_accuracy,n_samples,ticker,has_sentiment
0.927252471446991,0.7614647150039673,-0.02788698673248291,-0.034524439072297346,0.7899367306457231,0.5573770491803278,62,MSFT,False
