model,version,n_features,n_params,n_stocks,total_samples,train_samples,val_samples,test_samples,samples_per_param,purge_gap,accuracy,zero_rule_baseline,accuracy_lift_over_baseline,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,class_1_pct,class_0_pct,class_2_pct,pred_class_0_pct,pred_class_1_pct,pred_class_2_pct,confusion_matrix,best_val_loss,epochs_trained,dropout,learning_rate,patience
attention_lstm,v8,110,333828,400,944905,661433,141731,141731,1.9813586637430054,5,0.814084427542316,0.38165962280658433,0.4324248047357317,0.8027558102520077,0.8115520843542009,0.7189796545629776,0.885142320925868,0.6555199959680468,0.8674135285526778,0.2799881465593272,0.33835223063408854,0.38165962280658433,0.36437335515871616,0.24809674665387246,0.38752989818741135,"[[42447, 3803, 1705], [7371, 26013, 6299], [1825, 5347, 46921]]",0.3393624737680986,90,0.4,0.0005,20
