model,version,train_end_date,val_end_date,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
attention_lstm,v10,2022-01-01,2023-06-01,108,332804,400,661836,133400,149669,1.9886660016105575,0.3890652038832357,0.3646446491925516,0.024420554690684104,0.3317407300941899,0.33893463479984315,0.07311954625214231,0.058834673514924433,0.42288860403051254,0.6470243330401642,"[[2795, 14057, 30654], [1824, 20124, 25639], [3055, 16209, 35312]]",1.0662006512574707,16
