experiment_name,task,target,model_type,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_accuracy,wf_agg_zero_rule,wf_agg_lift,wf_agg_mcc,wf_agg_f1_macro,wf_agg_n_samples,wf_mean_accuracy,wf_std_accuracy,wf_mean_lift,wf_mean_mcc,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
rolling_class_sent1__attent,classification,3class_trend,attention,daily,True,22,20,2,47748,111,20,-0.005,0.005,0.2,0.1,0.0005,100,478.14422821998596,QS,2017-01-01,2019-12-31,12,12,0.41637514944870035,0.35420449010317495,0.0621706593455254,0.1173039348008556,0.37180540338123863,67749,0.4163334813470392,0.024017252008495926,0.030436817472646985,0.10496232376689023,0.4314516129032258,-0.03225806451612901,0.10802648945268672,4
