accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.3978779840848806,0.39456233421750664,0.003315649867373982,0.3090527468346135,0.32305078473748605,0.0728364817390013,1508,MSFT
0.3229442970822281,0.40185676392572944,-0.07891246684350134,0.27488376267575376,0.2737800542933641,0.019724812508061143,1508,AAPL
0.38992042440318303,0.3673740053050398,0.022546419098143256,0.35136583780394565,0.35495814032721656,0.08170603482235039,1508,JPM
0.4376657824933687,0.4462864721485411,-0.008620689655172431,0.3090416682735296,0.3582746079940023,0.06304493054902802,1508,JNJ
0.373342175066313,0.383289124668435,-0.009946949602122002,0.32820649766883053,0.3301412307450645,0.039154056055132315,1508,XOM
0.4290450928381963,0.40716180371352784,0.02188328912466847,0.32895837640363185,0.36570221817274035,0.08868752503467456,1508,WMT
0.3740053050397878,0.3587533156498674,0.015251989389920395,0.3395294939599201,0.33469415391249985,0.07195070458061734,1508,DIS
0.38726790450928383,0.40384615384615385,-0.01657824933687002,0.28552210319960275,0.313338003520183,0.011039924323429307,1508,BA
0.45954907161803715,0.44297082228116713,0.01657824933687002,0.32975887431898226,0.3828111478932774,0.11124222421237992,1508,KO
0.46485411140583555,0.46485411140583555,0.0,0.21155877470952167,0.29503189868310614,0.0,1508,NVDA
