metric,mean,std,min,max,n_folds
pooled_accuracy,0.41274035190916547,0.0031086015873124013,0.40673280696160985,0.4177879591672695,9
pooled_lift,0.033518461653714596,0.0053422992641244125,0.02698526363396525,0.04254133861437148,9
pooled_mcc,0.11100133849346142,0.003754240761269184,0.10495880157355941,0.11705037709131025,9
pooled_f1_macro,0.3656129073127085,0.02296196351754659,0.3332737994387236,0.4043505019202134,9
per_stock_avg_accuracy,0.4024574360596461,0.0031285298755498233,0.3946268656716418,0.4055732484076433,9
per_stock_avg_lift,-0.005289858887742528,0.005478909496914324,-0.014400000000000001,0.0020466173962478684,9
per_stock_avg_mcc,0.04480808893609991,0.021039100756820667,0.00859108834059791,0.06957075688071968,9
