accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.38348868175765644,0.37683089214380827,0.006657789613848164,0.2347397265794219,0.2514322588268181,0.04295674409124147,751,MSFT
0.3794940079893475,0.3794940079893475,0.0,0.1833976833976834,0.20879496578564488,0.0,751,AAPL
0.36351531291611183,0.3648468708388815,-0.0013315579227696772,0.2957966930617957,0.30626644486270493,0.026425578358856092,751,JPM
0.40745672436750996,0.4580559254327563,-0.050599201065246346,0.2962523782900582,0.34149618800404663,0.03355255749695949,751,JNJ
0.3821571238348868,0.38348868175765644,-0.0013315579227696217,0.26919763080548015,0.2795322628383743,0.03771865712405898,751,XOM
0.4021304926764314,0.39014647137150466,0.011984021304926762,0.2938318174056529,0.3116922724008049,0.06100426853474209,751,WMT
0.38881491344873503,0.3715046604527297,0.01731025299600536,0.29803597284945765,0.29486240251743817,0.09476041814490627,751,DIS
0.3994673768308921,0.40878828229027964,-0.009320905459387518,0.3283217828792398,0.3571016251932092,0.029268172389888637,751,BA
0.4607190412782956,0.47003994673768307,-0.009320905459387463,0.32138238717186085,0.3843544182565838,0.09245629156271473,751,KO
0.47536617842876167,0.47536617842876167,0.0,0.21480144404332133,0.30632802472755943,0.0,751,NVDA
