experiment_name,task,target,loss_function,frequency,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_v1_full_scale,regression,vol_adj_forward_return,huber_delta_1.0,daily,45057,896,20,0.2,0.0005,1.0,20,10.0,100,303.9037184715271,1.3466213941574097,0.8091166019439697,-0.0004436969757080078,0.01988146747509772,0.5223854915860835,293383,0.03718068059973717,0.2839794586298296,0.6246851385390428,0.06721992045640945,397,1.3308633804321288,0.808745139837265,-0.004297500297393593,-0.0025369405746459963,0.543579563528026,10
