config_name,description,model_class,hidden_size,num_layers,dropout,n_features,n_params,samples_per_param,train_time_seconds,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
original_attention,"Original AttentionLSTM (4-head attention, confidence head, dropout=0.4)",AttentionLSTM,64,1,0.4,20,47236,29.274028283512575,401.840922832489,0.4458469610248024,0.3544676115199418,0.0913793495048606,0.40205135942759734,0.4062549238175493,0.17282498783434735,0.1065939426189526,0.5408621757679926,0.6650033639829558,"[[12019, 25968, 74768], [5936, 61992, 46689], [12015, 29810, 83027]]",1.0212901043565572,20
medium_simple_attn,"MediumTrendLSTM (simple attention, no confidence head, dropout=0.2)",MediumTrendLSTM,64,1,0.2,20,24300,56.90485596707819,330.0707573890686,0.4425138548196602,0.3544676115199418,0.08804624329971839,0.4050607653499972,0.4089114913878578,0.16596461780336152,0.12469513547071083,0.5273737752689391,0.6516355364751866,"[[14060, 24950, 73745], [7534, 60446, 46637], [14640, 28854, 81358]]",1.0227195638246696,19
simple_no_attn,"SimpleTrendLSTM (no attention, no confidence head, dropout=0.2)",SimpleTrendLSTM,64,1,0.2,20,24235,57.0574788528987,271.2301845550537,0.442826156082493,0.3544676115199418,0.08835854456255116,0.41522965464738254,0.4184037221649264,0.16441652583306582,0.1612079286949581,0.5214409729795755,0.6249879857751578,"[[18177, 24340, 70238], [9709, 59766, 45142], [18975, 27846, 78031]]",1.0237456236988682,16
simple_larger,"SimpleTrendLSTM-Large (128 hidden, 2 layers, dropout=0.2)",SimpleTrendLSTM,128,2,0.2,20,213163,6.486998212635401,356.90725016593933,0.4403476196965567,0.3544676115199418,0.0858800081766149,0.4154295110296348,0.418471557108576,0.15975176621058648,0.17034277859074987,0.5172618372492737,0.6135824816582834,"[[19207, 24447, 69101], [11365, 59287, 43965], [20769, 27476, 76607]]",1.0217681076428822,17
