experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
sentiment_run,regression,vol_adj_forward_return,huber_delta_1.0,daily,True,27,20,7,46849,200,20,0.2,0.0005,1.0,20,10.0,30,44.68717813491821,1.3384989500045776,0.8154553771018982,-0.001381516456604004,0.010048544035650848,0.5244868683889478,75238,0.014432060017175178,0.11683286493214493,0.5528942115768463,0.021845201030373573,501,1.3919822374979656,0.8172556757926941,0.0030636419293246825,-0.0024618705113728843,0.5380669344042838,3
