experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_sentiment_43,regression,vol_adj_forward_return,huber_delta_1.0,daily,True,27,20,7,46849,40,20,0.2,0.0005,1.0,20,10.0,100,8.519225358963013,1.3381761312484741,0.8102257251739502,-0.0040400028228759766,0.0021434396847900793,0.5119520155243892,11392,-0.005357062154347751,-0.02740717934253521,0.4803370786516854,-0.00917886383831501,356,1.464547077814738,0.8099528551101685,-0.031444807380522154,-0.013025363286336264,0.5000319419781253,3
