experiment_name,task,target,model_type,architecture,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_accuracy,wf_agg_zero_rule,wf_agg_lift,wf_agg_mcc,wf_agg_f1_macro,wf_agg_n_samples,wf_mean_accuracy,wf_std_accuracy,wf_mean_lift,wf_mean_mcc,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
smoke_nosent,classification,3class_trend,hybrid,dual_branch_hybrid,daily,False,20,20,0,285675,7,20,-0.005,0.005,0.2,0.1,0.0005,2,0.779961109161377,QS,2019-01-01,2019-06-30,2,2,0.38583638583638585,0.38705738705738707,-0.0012210012210012167,0.023048478761535044,0.3097457428618275,819,0.3671383647798742,0.0338050314465409,-0.024139086503763285,0.0023721940355079935,0.31746031746031744,-0.08112874779541446,0.011258177054497965,3
