experiment_name,task,target,model_type,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_accuracy,wf_agg_zero_rule,wf_agg_lift,wf_agg_mcc,wf_agg_f1_macro,wf_agg_n_samples,wf_mean_accuracy,wf_std_accuracy,wf_mean_lift,wf_mean_mcc,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
rolling_class_nosent1,classification,3class_trend,simple,daily,False,20,20,0,8107,111,20,-0.005,0.005,0.2,0.1,0.0005,100,1285.6575801372528,QS,2017-01-01,2019-12-31,12,12,0.4172607713766993,0.35420449010317495,0.06305628127352436,0.11871972290501491,0.37601997055239716,67749,0.41722715747410355,0.022598973499603853,0.03133049359971137,0.1071266219205355,0.4798387096774194,0.016129032258064543,0.09437465811773385,4
