model,version,train_end_date,val_end_date,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
attention_lstm,v10,2022-01-01,2023-06-01,109,333316,400,661836,133400,149669,1.9856112517850928,0.8194682933673639,0.3632014645651404,0.4562668288022235,0.8174582780797772,0.8193824637648683,0.7285819859825284,0.83635335274525,0.7428949802404776,0.8716519499632083,"[[39925, 6319, 1493], [5159, 35341, 7072], [1165, 5812, 47383]]",0.4097583387262639,100
