fold,val_start,val_end,train_samples,val_samples,train_time,accuracy,zero_rule,lift,mcc,f1_macro
1,2019-01-01,2019-04-01,5181,183,2.3890249729156494,0.3825136612021858,0.3989071038251366,-0.016393442622950838,0.02189289483761227,0.2931496364332185
2,2019-04-01,2020-01-01,5364,636,1.3062660694122314,0.3915094339622642,0.3836477987421384,0.007861635220125784,0.027664680939038372,0.2833111758942961
