experiment_name,task,target,model_type,architecture,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_accuracy,wf_agg_zero_rule,wf_agg_lift,wf_agg_mcc,wf_agg_f1_macro,wf_agg_n_samples,wf_mean_accuracy,wf_std_accuracy,wf_mean_lift,wf_mean_mcc,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
smoke_hybrid,classification,3class_trend,hybrid,dual_branch_hybrid,daily,True,22,20,2,291183,7,20,-0.005,0.005,0.2,0.1,0.0005,2,3.695291042327881,QS,2019-01-01,2019-06-30,2,2,0.3894993894993895,0.38705738705738707,0.0024420024420024333,0.03289630324409688,0.29392897337418833,819,0.387011547582225,0.004497886380039201,-0.004265903701412527,0.02477878788832532,0.34038800705467365,-0.0582010582010582,0.01323360429815571,3
