model,version,n_features,n_params,n_stocks,total_samples,train_samples,val_samples,test_samples,samples_per_param,purge_gap,accuracy,zero_rule_baseline,accuracy_lift_over_baseline,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,class_1_pct,class_0_pct,class_2_pct,pred_class_1_pct,pred_class_2_pct,pred_class_0_pct,confusion_matrix,best_val_loss,epochs_trained,dropout,learning_rate,patience
attention_lstm,v8,110,333828,50,124803,87362,18715,18716,0.26169764070119944,5,0.5123423808506091,0.3807437486642445,0.13159863218636464,0.5109677447606915,0.5118925436224432,0.2597198294358955,0.4542926015204895,0.5481335952848723,0.5217040503469421,0.3807437486642445,0.28814917717460997,0.33110707416114554,0.4310215858089335,0.3262449241290874,0.24273349006197906,"[[2450, 1979, 964], [1311, 3906, 1909], [782, 2182, 3233]]",0.9841566567047694,30,0.4,0.0005,15
