accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.3778337531486146,0.3778337531486146,0.0,0.18281535648994515,0.20722143682739375,0.0,397,MSFT
0.37279596977329976,0.37279596977329976,0.0,0.18103975535168196,0.20247267349155362,0.0,397,AAPL
0.36523929471032746,0.3879093198992443,-0.022670025188916865,0.2654548557774364,0.3041503028989825,-0.03290052300375293,397,JPM
0.45843828715365237,0.49622166246851385,-0.03778337531486148,0.28461510490527614,0.36822432012318856,0.02536345265312351,397,JNJ
0.3350125944584383,0.3350125944584383,0.0,0.2632138164305878,0.26255080933630415,0.004551114344217504,397,XOM
0.3501259445843829,0.42317380352644834,-0.07304785894206545,0.29900968988985954,0.30068436059925785,0.03244294655327119,397,WMT
0.37279596977329976,0.35516372795969775,0.017632241813602012,0.29144408872979116,0.29878221304442837,0.052194600370194855,397,DIS
0.4105793450881612,0.3904282115869018,0.02015113350125941,0.2502350970232878,0.2842556511995805,0.07578725519926113,397,BA
0.35516372795969775,0.5138539042821159,-0.1586901763224181,0.2693416349590684,0.3152735798669893,0.0196018476368024,397,KO
0.47103274559193953,0.47103274559193953,0.0,0.2134703196347032,0.3016545322797695,0.0,397,NVDA
