experiment_name,model_type,frequency,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,train_time,pooled_accuracy,pooled_zero_rule,pooled_lift,pooled_mcc,pooled_f1_macro,pooled_n_samples,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
ultimate_model,simple,daily,8107,396,20,-0.005,0.005,0.2,0.1,0.0005,100,107.62762641906738,0.4127550635213694,0.377216041290606,0.03553902223076344,0.11120139873144935,0.3478275452530051,145699,0.3869017632241814,-0.025440806045340048,0.017704069375311764,10
