mse,mae,r2,ic,ic_pvalue,directional_accuracy,n_samples,ticker,has_sentiment
0.938801109790802,0.7656535506248474,-0.04068899154663086,0.06300224777138874,0.6266352342098795,0.6229508196721312,62,MSFT,False
