experiment_name,task,target,loss_function,model_type,architecture,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_mse,wf_agg_mae,wf_agg_r2,wf_agg_ic,wf_agg_directional_accuracy,wf_agg_n_samples,wf_mean_ic,wf_std_ic,wf_mean_mse,wf_mean_directional_accuracy,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regress_nosent_hybrid,regression,vol_adj_forward_return,huber_delta_1.0,hybrid,dual_branch_hybrid,daily,False,20,20,0,285609,114,20,0.2,0.0005,1.0,20,10.0,100,1064.5403196811676,QS,2017-01-01,2019-12-31,12,12,1.364537239074707,0.8063381910324097,0.0006168484687805176,0.037987874928668015,0.5328312340388695,69998,0.032295070003213126,0.015160359557125599,1.3648087680339813,0.5329340534528874,0.02213944052868701,0.14572796689381323,0.5638297872340425,0.03968962236734019,752,0.938801109790802,0.7656535506248474,0.06300224777138874,-0.04068899154663086,0.6229508196721312,1
