experiment_name,task,target,model_type,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,train_time,pooled_accuracy,pooled_zero_rule,pooled_lift,pooled_mcc,pooled_f1_macro,pooled_n_samples,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
baseline_classif_NoSent_2sent,classification,3class_trend,simple,daily,False,20,20,0,8107,111,20,-0.005,0.005,0.2,0.1,0.0005,100,35.576261043548584,0.40179640718562876,0.3695276114437791,0.032268795741849654,0.09654803077846487,0.3751614034458473,45090,0.439121756487026,0.009481037924151697,0.08014135065373881,4
