accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.354726368159204,0.38109452736318405,-0.026368159203980057,0.3349496630298409,0.32912373580306487,0.06461569645494888,2010,MSFT
0.3044776119402985,0.38855721393034826,-0.08407960199004977,0.16490982137057897,0.15377037634232965,-0.016270184003363806,2010,AAPL
0.3965174129353234,0.3537313432835821,0.04278606965174131,0.3668462407277637,0.3724059518946173,0.08934677395525543,2010,JPM
0.4507462686567164,0.4592039800995025,-0.008457711442786064,0.32040062295571164,0.3785709852923947,0.06642606622229369,2010,JNJ
0.38855721393034826,0.35522388059701493,0.033333333333333326,0.38308887923918133,0.3789490949730316,0.08847172808127972,2010,XOM
0.3925373134328358,0.4099502487562189,-0.01741293532338306,0.3261997742517223,0.3561384922501418,0.046025037678114236,2010,WMT
0.38159203980099504,0.3373134328358209,0.04427860696517416,0.374016796222936,0.37336229478025335,0.07486517907207492,2010,DIS
0.39303482587064675,0.3845771144278607,0.008457711442786064,0.3504466367368468,0.35537858036236397,0.06341639884679973,2010,BA
0.41044776119402987,0.47512437810945274,-0.06467661691542287,0.31769960193242647,0.3667749026359592,0.09574856929916233,2010,KO
0.45422885572139304,0.45422885572139304,0.0,0.2082335500057019,0.2837570614256804,0.0,2010,NVDA
