accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.392,0.368,0.02400000000000002,0.26184297819094887,0.2890746479228075,0.0575930143244537,250,MSFT
0.384,0.384,0.0,0.18497109826589594,0.21308670520231213,0.0,250,AAPL
0.38,0.384,-0.0040000000000000036,0.294245937637242,0.32376453227931484,0.02236398961981457,250,JPM
0.412,0.512,-0.10000000000000003,0.2628790722896592,0.3482097359529471,-0.03606893622723189,250,JNJ
0.332,0.348,-0.01599999999999996,0.2608708914817357,0.2673449553877831,-0.015503943913407429,250,XOM
0.416,0.4,0.01599999999999996,0.28071307444347426,0.32513170915679734,0.054240837807608785,250,WMT
0.38,0.356,0.02400000000000002,0.2915044794562867,0.3075113994439296,0.05549404799331799,250,DIS
0.38,0.412,-0.03199999999999997,0.24939597315436243,0.295773422818792,-0.026329275533599365,250,BA
0.484,0.54,-0.05600000000000005,0.2948683766152971,0.4074411560816936,0.028385363715489734,250,KO
0.484,0.484,0.0,0.21743036837376462,0.31570889487870624,0.0,250,NVDA
