accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.42587064676616915,0.38109452736318405,0.04477611940298509,0.34950309861158685,0.3654628302460107,0.12262843729568634,2010,MSFT
0.36766169154228856,0.38855721393034826,-0.020895522388059695,0.21317507114496692,0.24012243575600084,-0.03666198155456225,2010,AAPL
0.4064676616915423,0.3537313432835821,0.052736318407960225,0.37267541738579274,0.3798192725240154,0.10207443326972343,2010,JPM
0.45124378109452734,0.4592039800995025,-0.007960199004975133,0.3185382518715852,0.3763794304092812,0.06791339509654466,2010,JNJ
0.4044776119402985,0.35522388059701493,0.04925373134328359,0.38676694668157224,0.3836177063474868,0.11133577108312806,2010,XOM
0.4129353233830846,0.4099502487562189,0.0029850746268657025,0.32628810827931337,0.3614696503984751,0.06672655802249208,2010,WMT
0.38109452736318405,0.3373134328358209,0.043781094527363174,0.3636903872226343,0.3628352514801979,0.07613946563034564,2010,DIS
0.40049751243781095,0.3845771144278607,0.015920398009950265,0.3816565675428154,0.3911065989681674,0.06819578095376048,2010,BA
0.4243781094527363,0.47512437810945274,-0.05074626865671644,0.3304036670351146,0.38288030729546835,0.09371609318822986,2010,KO
0.42835820895522386,0.45422885572139304,-0.02587064676616918,0.29786495779931227,0.3787444801624886,-0.003900350556497863,2010,NVDA
