accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.3572060123784262,0.3735632183908046,-0.01635720601237839,0.33834008240977553,0.3412085765186788,0.03574700442458234,2262,MSFT
0.3704686118479222,0.38461538461538464,-0.014146772767462457,0.2235206781342711,0.2465047278248879,-0.02136019451269564,2262,AAPL
0.38726790450928383,0.35190097259062775,0.035366931918656086,0.3772494756675508,0.38170639552518004,0.07331053005599139,2262,JPM
0.39699381078691426,0.46993810786914236,-0.0729442970822281,0.3538905680849415,0.38959021414837625,0.06256059369214903,2262,JNJ
0.40804597701149425,0.35013262599469497,0.057913351016799286,0.36426470536872735,0.3634214979585257,0.12051848941428205,2262,XOM
0.3837312113174182,0.41688770999115826,-0.03315649867374004,0.34534456596888674,0.36530109551616025,0.051575963214785595,2262,WMT
0.38417329796640143,0.34571175950486294,0.03846153846153849,0.3733941181675977,0.3746876983684424,0.0781791170054823,2262,DIS
0.3890362511052166,0.381078691423519,0.00795755968169759,0.37907723909185903,0.3839256873202535,0.05810524414405245,2262,BA
0.27586206896551724,0.4827586206896552,-0.20689655172413796,0.25138378028872777,0.21531455673855876,0.010806223127591962,2262,KO
0.4535809018567639,0.4535809018567639,0.0,0.20802919708029197,0.2830742124726519,0.0,2262,NVDA
