experiment_name,task,target,loss_function,frequency,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_v1_smoke,regression,vol_adj_forward_return,huber_delta_1.0,daily,45057,5,20,0.2,0.0005,1.0,20,10.0,2,0.8323516845703125,1.4157800674438477,0.8254494071006775,-0.04985165596008301,-0.02082693801356387,0.5262096774193549,1985,-0.00582043900683699,-0.022029056462942856,0.5062972292191436,-0.042715054005384445,397,1.6461339354515077,0.9427912175655365,-0.005828045622871321,-0.2448721170425415,0.5182670241233404,10
