model,version,train_end_date,val_end_date,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
attention_lstm,v10,2022-01-01,2023-06-01,108,332804,487,808404,162428,182223,2.42906936214709,0.3838758005301197,0.3653106358692371,0.018565164660882594,0.3507535517834197,0.35572526996438286,0.065534569554678,0.12445163177181,0.41781393408427203,0.5810749909866603,"[[7234, 17042, 33851], [5156, 24036, 28336], [8239, 19648, 38681]]",1.0703922823413854,19
