experiment_name,task,target,loss_function,model_type,architecture,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_mse,wf_agg_mae,wf_agg_r2,wf_agg_ic,wf_agg_directional_accuracy,wf_agg_n_samples,wf_mean_ic,wf_std_ic,wf_mean_mse,wf_mean_directional_accuracy,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
smoke_hybrid_reg,regression,vol_adj_forward_return,huber_delta_1.0,hybrid,dual_branch_hybrid,daily,True,22,20,2,291117,7,20,0.2,0.0005,1.0,20,10.0,2,13.518404006958008,QS,2017-01-01,2019-12-31,12,12,1.4685710668563843,0.8209415078163147,-0.022490620613098145,0.016084640604595364,0.5192644483362522,2318,0.025085321039428166,0.08167656981206217,1.4708367784818013,0.5189625579106752,0.0019324054602895227,0.004558619407269718,0.4800531914893617,0.006410326593198833,752,1.254403332869212,0.7733767231305441,0.04500012590969757,-0.0468133290608724,0.5591397849462366,3
