mse,mae,r2,ic,ic_pvalue,directional_accuracy,n_samples,ticker,has_sentiment
0.9304333925247192,0.7599924206733704,-0.03141319751739502,0.13223036438266475,0.3055986859948291,0.6229508196721312,62,MSFT,True
