experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_mse,wf_agg_mae,wf_agg_r2,wf_agg_ic,wf_agg_directional_accuracy,wf_agg_n_samples,wf_mean_ic,wf_std_ic,wf_mean_mse,wf_mean_directional_accuracy,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
wf_reg_smoke,regression,vol_adj_forward_return,huber_delta_1.0,daily,True,22,20,2,45569,114,20,0.2,0.0005,1.0,20,10.0,2,52.89886546134949,QS,2017-01-01,2019-12-31,12,12,1.367002248764038,0.8076778650283813,-0.001188516616821289,0.008754674113569961,0.526655989842589,69998,0.00992573735133708,0.024423439514574936,1.367275247971217,0.5267593366772734,0.008905936410034364,0.06623999248656974,0.5438829787234043,0.0004500042779213883,752,0.9304333925247192,0.7599924206733704,0.13223036438266475,-0.03141319751739502,0.6229508196721312,1
