config_name,description,hidden_size,num_layers,n_features,n_params,n_stocks,train_samples,val_samples,test_samples,samples_per_param,accuracy,zero_rule_baseline,accuracy_lift,f1_macro,f1_weighted,mcc,class_0_acc,class_1_acc,class_2_acc,confusion_matrix,best_val_loss,epochs_trained
large_2l,"Large (v10 default): 128 hidden, 2 layers",128,2,20,287748,1000,1382788,293919,352224,4.805552080292478,0.44203120741346413,0.35447045062233123,0.0875607567911329,0.4200765142689779,0.42267805819243953,0.16193942767716296,0.18453120011351945,0.5385420756445491,0.5859851184993552,"[[20807, 25953, 65996], [11200, 61725, 41690], [21862, 29829, 73162]]",1.0256979746944745,26
medium_2l,"Medium-2L: 64 hidden, 2 layers",64,2,20,80516,1000,1382788,293919,352224,17.1740772020468,0.44578450077223586,0.35447045062233123,0.09131405014990462,0.40947191946773115,0.41307985018605997,0.1710202772817656,0.13045868955975734,0.5477380796579854,0.6369650709234059,"[[14710, 26532, 71514], [6512, 62779, 45324], [14773, 30553, 79527]]",1.022061425081484,21
medium_1l,"Medium-1L: 64 hidden, 1 layer",64,1,20,47236,1000,1382788,293919,352224,29.274028283512575,0.4442570636867448,0.35447045062233123,0.08978661306441355,0.3857402620801669,0.390741170681788,0.1727578164614295,0.0649898896732768,0.5717576233477294,0.6697316043667353,"[[7328, 29676, 75752], [4088, 65532, 44995], [7362, 33873, 83618]]",1.0219434470254534,18
small_1l,"Small: 32 hidden, 1 layer",32,1,20,17604,1000,1382788,293919,352224,78.54964780731652,0.44553182065958025,0.35447045062233123,0.09106137003724901,0.39957097116294316,0.40365882389675994,0.17244906644268782,0.09988825428358579,0.5772281115037299,0.6367888637037156,"[[11263, 29770, 71723], [4561, 66159, 43895], [11070, 34278, 79505]]",1.0205066672335747,20
