accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.3861464968152866,0.392515923566879,-0.006369426751592355,0.2812951422210995,0.30206673863438277,0.022734786256778137,1256,MSFT
0.39331210191082805,0.39410828025477707,-0.0007961783439490167,0.2042647673401994,0.23851241249699248,0.0029528188371595585,1256,AAPL
0.4020700636942675,0.3734076433121019,0.0286624203821656,0.3817210505753396,0.3808315984585367,0.10794657619763397,1256,JPM
0.4315286624203822,0.44187898089171973,-0.01035031847133755,0.2946553892864889,0.3438120141948014,0.05273465926279303,1256,JNJ
0.3821656050955414,0.39331210191082805,-0.011146496815286622,0.35148030085767173,0.36252237195921394,0.0432168350949143,1256,XOM
0.4068471337579618,0.3909235668789809,0.015923566878980888,0.32169010565491596,0.3468936119401696,0.06664882797976789,1256,WMT
0.3869426751592357,0.37420382165605093,0.012738853503184766,0.3692883240358948,0.36731964587309135,0.08325914789770815,1256,DIS
0.3821656050955414,0.40843949044585987,-0.026273885350318438,0.3123474378499732,0.35128392713482576,-0.014326126002712235,1256,BA
0.47054140127388533,0.44028662420382164,0.030254777070063688,0.35704768407608484,0.40332213049167054,0.13593170257429407,1256,KO
0.4681528662420382,0.4681528662420382,0.0,0.21258134490238612,0.2985616977769181,0.0,1256,NVDA
