accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.39655172413793105,0.39456233421750664,0.0019893899204244114,0.2969046406333334,0.3169084677527905,0.04687442617854005,1508,MSFT
0.3706896551724138,0.40185676392572944,-0.03116710875331563,0.29099493589341047,0.30429022756056967,0.037330660594141855,1508,AAPL
0.39190981432360744,0.3673740053050398,0.024535809018567667,0.3505496641922941,0.35595446882562465,0.08048244269467511,1508,JPM
0.4363395225464191,0.4462864721485411,-0.009946949602122002,0.29522786757380176,0.34765323178721413,0.05338576075771742,1508,JNJ
0.3826259946949602,0.383289124668435,-0.0006631299734747853,0.3549760351938729,0.35589834850827545,0.0593107352032725,1508,XOM
0.40848806366047746,0.40716180371352784,0.0013262599469496261,0.34333779010870996,0.37126126195544074,0.07657622096393703,1508,WMT
0.3812997347480106,0.3587533156498674,0.0225464190981432,0.33454025547136307,0.3280933222924129,0.08709722857327866,1508,DIS
0.38461538461538464,0.40384615384615385,-0.019230769230769218,0.2746950569937147,0.31079890154395473,-0.000938243102619798,1508,BA
0.46419098143236076,0.44297082228116713,0.02122015915119363,0.32790857888241226,0.3825831111121031,0.11723075634465689,1508,KO
0.46220159151193635,0.46485411140583555,-0.0026525198938991967,0.21942516108423127,0.2978064584888355,0.004803101121145099,1508,NVDA
