Strategy,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Sortino Ratio,Max Drawdown,Daily Win Rate,Total Turnover,Total Tx Cost (%)
Buy_Hold_Universe,0.1550753604089854,0.857976544136327,0.22445895964693913,3.8224205684899997,5.466179818753488,-0.05841948234172522,0.5833333333333334,0.5,0.00025
Daily_Rebalanced_Universe,0.15519986223329396,0.8588372486696301,0.21931316594214428,3.916031420093561,5.503999208144107,-0.05947402158859216,0.5833333333333334,0.8180515178087374,0.0004090257589043687
Random_Allocation (n=5),0.15519986223329396,0.8588372486696301,0.21931316594214428,3.916031420093561,5.503999208144107,-0.05947402158859216,0.5833333333333334,0.8180515178087374,0.0004090257589043687
Karash_Threshold_Long (threshold=30),-0.0038824101610519524,-0.01657648654445698,0.2711314061539854,-0.061138201507510315,-0.08110632821962609,-0.08699451503205909,0.31666666666666665,23.80766131554339,0.011903830657771694
Karash_Threshold_Long (threshold=50),-0.028705108360552622,-0.11763768266621988,0.04031710689129432,-2.9178106202759655,-1.037548333342267,-0.028705108360552622,0.0,3.000378572064938,0.001500189286032469
Karash_Long_Top_Pct (long_pct=0.1),0.006062782831697255,0.026313728223089417,0.2901004092770111,0.09070558807093224,0.13345351921466123,-0.12001296673214948,0.4666666666666667,29.507362367770902,0.014753681183885451
Karash_Long_Top_Pct (long_pct=0.2),0.006062782831697255,0.026313728223089417,0.2901004092770111,0.09070558807093224,0.13345351921466123,-0.12001296673214948,0.4666666666666667,29.507362367770902,0.014753681183885451
Karash_Long_Top_Pct (long_pct=0.3),0.006062782831697255,0.026313728223089417,0.2901004092770111,0.09070558807093224,0.13345351921466123,-0.12001296673214948,0.4666666666666667,29.507362367770902,0.014753681183885451
"Karash_Long_Short (long_pct=0.2, short_pct=0.2)",-0.05011394445441064,-0.19822377396947333,0.15808816639971374,-1.253881163174983,-1.7673121106198124,-0.06728904111223151,0.48333333333333334,27.23985719563261,0.013619928597816305
"Karash_Long_Short (long_pct=0.1, short_pct=0.1)",-0.05011394445441064,-0.19822377396947333,0.15808816639971374,-1.253881163174983,-1.7673121106198124,-0.06728904111223151,0.48333333333333334,27.23985719563261,0.013619928597816305
