Date,Ticker,Weight
2024-01-02,KLAC,0.2
2024-01-02,MELI,0.2
2024-01-02,FCNCA,0.2
2024-01-02,ASML,0.2
2024-01-02,BKNG,0.2
2024-01-03,KLAC,0.2
2024-01-03,MELI,0.2
2024-01-03,FCNCA,0.2
2024-01-03,BKNG,0.2
2024-01-03,ASML,0.2
2024-01-04,KLAC,0.2
2024-01-04,MELI,0.2
2024-01-04,FCNCA,0.2
2024-01-04,BKNG,0.2
2024-01-04,ASML,0.2
2024-01-05,KLAC,0.2
2024-01-05,MELI,0.2
2024-01-05,FCNCA,0.2
2024-01-05,BKNG,0.2
2024-01-05,ASML,0.2
2024-01-08,KLAC,0.2
2024-01-08,MELI,0.2
2024-01-08,FCNCA,0.2
2024-01-08,BKNG,0.2
2024-01-08,ASML,0.2
2024-01-09,KLAC,0.2
2024-01-09,MELI,0.2
2024-01-09,FCNCA,0.2
2024-01-09,BKNG,0.2
2024-01-09,ASML,0.2
2024-01-10,KLAC,0.2
2024-01-10,MELI,0.2
2024-01-10,FCNCA,0.2
2024-01-10,BKNG,0.2
2024-01-10,ASML,0.2
2024-01-11,KLAC,0.2
2024-01-11,MELI,0.2
2024-01-11,FCNCA,0.2
2024-01-11,BKNG,0.2
2024-01-11,ASML,0.2
2024-01-12,KLAC,0.2
2024-01-12,MELI,0.2
2024-01-12,FCNCA,0.2
2024-01-12,BKNG,0.2
2024-01-12,ASML,0.2
2024-01-16,KLAC,0.2
2024-01-16,MELI,0.2
2024-01-16,FCNCA,0.2
2024-01-16,BKNG,0.2
2024-01-16,ASML,0.2
2024-01-17,KLAC,0.2
2024-01-17,MELI,0.2
2024-01-17,FCNCA,0.2
2024-01-17,BKNG,0.2
2024-01-17,ASML,0.2
2024-01-18,KLAC,0.2
2024-01-18,MELI,0.2
2024-01-18,FCNCA,0.2
2024-01-18,BKNG,0.2
2024-01-18,ASML,0.2
2024-01-19,KLAC,0.2
2024-01-19,MELI,0.2
2024-01-19,FCNCA,0.2
2024-01-19,BKNG,0.2
2024-01-19,ASML,0.2
2024-01-22,KLAC,0.2
2024-01-22,MELI,0.2
2024-01-22,FCNCA,0.2
2024-01-22,BKNG,0.2
2024-01-22,ASML,0.2
2024-01-23,KLAC,0.2
2024-01-23,MELI,0.2
2024-01-23,FCNCA,0.2
2024-01-23,BKNG,0.2
2024-01-23,ASML,0.2
2024-01-24,KLAC,0.2
2024-01-24,MELI,0.2
2024-01-24,FCNCA,0.2
2024-01-24,BKNG,0.2
2024-01-24,ASML,0.2
2024-01-25,KLAC,0.2
2024-01-25,MELI,0.2
2024-01-25,FCNCA,0.2
2024-01-25,BKNG,0.2
2024-01-25,ASML,0.2
2024-01-26,KLAC,0.2
2024-01-26,MELI,0.2
2024-01-26,FCNCA,0.2
2024-01-26,BKNG,0.2
2024-01-26,ASML,0.2
2024-01-29,KLAC,0.2
2024-01-29,MELI,0.2
2024-01-29,FCNCA,0.2
2024-01-29,BKNG,0.2
2024-01-29,ASML,0.2
2024-01-30,KLAC,0.2
2024-01-30,MELI,0.2
2024-01-30,FCNCA,0.2
2024-01-30,BKNG,0.2
2024-01-30,ASML,0.2
2024-01-31,KLAC,0.2
2024-01-31,MELI,0.2
2024-01-31,FCNCA,0.2
2024-01-31,BKNG,0.2
2024-01-31,ASML,0.2
2024-02-01,KLAC,0.2
2024-02-01,MELI,0.2
2024-02-01,FCNCA,0.2
2024-02-01,BKNG,0.2
2024-02-01,ASML,0.2
2024-02-02,KLAC,0.2
2024-02-02,MELI,0.2
2024-02-02,FCNCA,0.2
2024-02-02,BKNG,0.2
2024-02-02,ASML,0.2
2024-02-05,KLAC,0.2
2024-02-05,MELI,0.2
2024-02-05,FCNCA,0.2
2024-02-05,BKNG,0.2
