experiment_name,task,target,model_type,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_accuracy,wf_agg_zero_rule,wf_agg_lift,wf_agg_mcc,wf_agg_f1_macro,wf_agg_n_samples,wf_mean_accuracy,wf_std_accuracy,wf_mean_lift,wf_mean_mcc,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
wf_smoke,classification,3class_trend,simple,daily,True,22,20,2,8367,111,20,-0.005,0.005,0.2,0.1,0.0005,2,32.65962815284729,QS,2017-01-01,2019-12-31,12,12,0.4154452464243015,0.35420449010317495,0.06124075632112652,0.11578336121763728,0.3722845958845167,67749,0.4154200193853774,0.022472175619498037,0.029523355510985307,0.10662522912175425,0.47580645161290325,0.012096774193548404,0.07121375682337767,4
