experiment_name,task,target,loss_function,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_NOsentiment_200,regression,vol_adj_forward_return,huber_delta_1.0,daily,False,20,20,0,45057,200,20,0.2,0.0005,1.0,20,10.0,100,29.996981143951416,1.3623707294464111,0.8114824891090393,-0.0030957460403442383,-0.0036518945025217366,0.510145927109046,55620,-0.0004823367502616819,-0.004300097325202382,0.5056179775280899,-0.0025629287119954824,356,1.4510191281636555,0.800559937953949,0.023607786401650215,-0.003900448481241862,0.5141003099156417,3
