accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.372,0.384,-0.01200000000000001,0.24749813691046527,0.2720533375918237,-0.003867997663349999,500,MSFT
0.384,0.384,0.0,0.18497109826589594,0.21308670520231213,0.0,500,AAPL
0.386,0.376,0.010000000000000009,0.310538102771671,0.34061662180764724,0.025613234681368016,500,JPM
0.446,0.494,-0.04799999999999999,0.29971626893651515,0.371125246998024,0.03811121245410785,500,JNJ
0.312,0.35,-0.03799999999999998,0.2535467197243402,0.24979341842711233,-0.032944694636488976,500,XOM
0.424,0.418,0.006000000000000005,0.2987088536826757,0.3516198635570363,0.04951706128491866,500,WMT
0.366,0.36,0.006000000000000005,0.28507520474995024,0.2923980328725645,0.03281099327195518,500,DIS
0.382,0.396,-0.014000000000000012,0.23486615214805082,0.27414293997139655,-0.022913501315271676,500,BA
0.508,0.518,-0.010000000000000009,0.2923741786899682,0.3967494736842105,0.06104613023481934,500,KO
0.486,0.486,0.0,0.2180349932705249,0.3178950201884253,0.0,500,NVDA
