experiment_name,task,target,model_type,frequency,use_sentiment,n_features,n_technical_features,n_sentiment_features,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,total_train_time,wf_step,wf_val_start,wf_val_end,n_folds,n_valid_folds,wf_agg_accuracy,wf_agg_zero_rule,wf_agg_lift,wf_agg_mcc,wf_agg_f1_macro,wf_agg_n_samples,wf_mean_accuracy,wf_std_accuracy,wf_mean_lift,wf_mean_mcc,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
rolling_class_nosent1_attent,classification,3class_trend,attention,daily,False,20,20,0,47236,111,20,-0.005,0.005,0.2,0.1,0.0005,100,841.9895346164703,QS,2017-01-01,2019-12-31,12,12,0.42028664629736234,0.35420449010317495,0.06608215619418739,0.12355747697445413,0.3795844893079397,67749,0.42027293537311916,0.023604929924712113,0.03437627149872711,0.1122889306366247,0.4637096774193548,1.3877787807814457e-17,0.13057569511621353,4
