method_1,method_2,jaccard_similarity,overlap_count,overlap_features
mi_top30,rfe_top30,0.30434782608695654,14,"['atr_pct', 'rsi_14', 'ppo_PPOh_12_26_9', 'return_5d', 'coppock', 'bb_BBB_5_2.0_2.0', 'intraday_range', 'obv', 'roc_20', 'true_range']"
