experiment_name,model_type,frequency,n_params,train_stocks,sequence_length,threshold_low,threshold_high,dropout,label_smoothing,learning_rate,epochs,train_time,pooled_accuracy,pooled_zero_rule,pooled_lift,pooled_mcc,pooled_f1_macro,pooled_n_samples,per_stock_avg_accuracy,per_stock_avg_lift,per_stock_avg_mcc,per_stock_count
ultimate_model,simple,daily,8107,396,20,-0.005,0.005,0.2,0.1,0.0005,100,120.7561764717102,0.41296096747403893,0.377209177825517,0.03575178964852194,0.11088102143118383,0.3376412936508118,145699,0.3899244332493702,-0.02241813602015113,0.005804700641409029,10
