accuracy,zero_rule,lift,f1_macro,f1_weighted,mcc,n_samples,ticker
0.384,0.384,0.0,0.18497109826589594,0.21308670520231213,0.0,500,MSFT
0.384,0.384,0.0,0.18497109826589594,0.21308670520231213,0.0,500,AAPL
0.386,0.376,0.010000000000000009,0.2913743440565823,0.3263577600958248,0.02283061625965023,500,JPM
0.416,0.494,-0.07800000000000001,0.28133011900661997,0.35162162782688555,0.0007063728055291009,500,JNJ
0.32,0.35,-0.02999999999999997,0.25378749246265336,0.2493296833133806,-0.015183571482447413,500,XOM
0.394,0.418,-0.023999999999999966,0.22995371865245937,0.2794145947691314,-0.042091934982471185,500,WMT
0.38,0.36,0.020000000000000018,0.2847547271836293,0.2914973892766015,0.06370645011765269,500,DIS
0.392,0.396,-0.0040000000000000036,0.202908262148809,0.23753701644681247,-0.012660917563927674,500,BA
0.492,0.518,-0.026000000000000023,0.3097540757115225,0.40499419729206965,0.06860386825199334,500,KO
0.486,0.486,0.0,0.2180349932705249,0.3178950201884253,0.0,500,NVDA
