experiment_name,task,target,loss_function,frequency,n_params,train_stocks,sequence_length,dropout,learning_rate,huber_delta,vol_lookback,target_clip,epochs,train_time,pooled_mse,pooled_mae,pooled_r2,pooled_ic,pooled_directional_accuracy,pooled_n_samples,cross_sectional_ic,ic_ir,ic_hit_rate,quantile_spread,cs_n_dates,per_stock_avg_mse,per_stock_avg_mae,per_stock_avg_ic,per_stock_avg_r2,per_stock_avg_directional_accuracy,per_stock_count
regression_v1_full_scale_SPY,regression,vol_adj_forward_return,huber_delta_1.0,daily,45057,896,20,0.2,0.0005,1.0,20,10.0,100,305.9938724040985,1.348598837852478,0.8097079396247864,-0.0019127130508422852,0.007403870338405698,0.5207062920698721,293383,0.03732294050485486,0.28188285741870706,0.6322418136020151,0.06486187130212784,397,1.3261486508629539,0.8104605132883246,-0.007753715964785746,-0.0036803863265297628,0.5425998793359805,11
