Date,IC,N_Stocks,Quantile_Spread,Top_Q_Return,Bottom_Q_Return,Raw_Spread,Raw_Top_Q,Raw_Bottom_Q,IC_Rolling_20,Spread_Rolling_20,Cumulative_Spread
2023-05-31,0.4090909090909091,11,0.3348564263662783,1.0255184694848578,0.6906620431185795,0.023004082459443742,0.030335941499435526,0.007331859039991784,,,0.023004082459443742
2023-06-01,-0.3545454545454546,11,-0.8858115151124477,0.8071394689040015,1.6929509840164492,-0.016008700615707416,0.0016610045053280786,0.017669705121035495,,,0.006627116374704034
2023-06-02,0.009090909090909092,11,0.2232751672169863,-0.1499943473860932,-0.3732695146030795,0.004407516648280374,-0.0029413116606907264,-0.0073488283089711,,,0.011063842148736125
2023-06-05,-0.13636363636363638,11,0.3598397503637134,0.03570593621197614,-0.32413381415173725,-0.0015001625025473642,-0.005510716107458569,-0.0040105536049112045,,,0.009547082085063163
2023-06-06,-0.6818181818181819,11,-0.8649397123562627,-0.3463397699223211,0.5185999424339416,-0.02152533637836207,-0.015946750987762104,0.005578585390599966,-0.15090909090909094,-0.0023245200777785467,-0.012183758446611681
2023-06-07,-0.10909090909090911,11,-1.4338490774664707,0.6419970164680813,2.075846093934552,-0.004980081377180978,0.016833544338430206,0.021813625715611185,-0.14393939393939395,-0.002767113627678952,-0.01710316371524867
2023-06-08,0.2545454545454546,11,-0.09040448054122954,0.17781914152583542,0.26822362206706496,0.003083898014694997,0.004272942477357211,0.0011890444626622143,-0.08701298701298701,-0.0019312548216255307,-0.014072010113180156
2023-06-09,0.09090909090909091,11,-0.291430066930779,0.7725887804882645,1.0640188474190435,0.0006409009440286884,0.013718215006753076,0.013077314062724388,-0.06477272727272729,-0.0016097353509187534,-0.013440127933717405
2023-06-12,-0.03636363636363637,11,-0.001193341261498504,0.7713250720748828,0.7725184133363813,0.015094037436576668,0.022799108272581248,0.007705070836004579,-0.06161616161616163,0.00024623940324740453,0.0014510437086754369
2023-06-13,0.27272727272727276,11,0.4013441424268137,0.4834340529872099,0.08208991056039616,0.02707183179269279,0.024667860649595696,-0.0024039711430970945,-0.028181818181818186,0.002928798642191943,0.028562157912573438
